student_id,question_id,correct,time_taken,attempts
STU1383,Q10986,0,270.19,3
STU1294,Q10863,0,20.29,3
STU1466,Q10025,1,83.42,3
STU1422,Q10877,0,27.49,1
STU1226,Q10344,1,88.46,1
STU1434,Q10317,1,35.28,2
STU1024,Q10763,0,18.27,1
STU1151,Q10107,1,91.94,1
STU1294,Q10229,1,90.18,2
STU1295,Q10979,1,42.66,1
STU1002,Q10773,1,44.26,1
STU1230,Q10771,0,295.67,1
STU1372,Q10241,0,238.32,4
STU1263,Q10706,1,53.26,1
STU1015,Q10268,0,25.7,1
STU1046,Q10987,0,12.35,1
STU1180,Q10633,0,21.16,1
STU1302,Q10655,0,18.46,2
STU1139,Q10140,1,82.94,1
STU1283,Q10194,1,25.26,1
STU1061,Q10597,0,20.22,1
STU1144,Q10406,1,80.91,1
STU1385,Q10156,0,11.53,1
STU1185,Q10427,1,26.71,1
STU1170,Q10466,1,106.57,1
STU1286,Q10042,0,11.43,1
STU1429,Q10532,0,290.49,2
STU1175,Q10296,1,52.45,2
STU1045,Q10648,0,8.08,1
STU1391,Q10711,0,12.83,4
STU1420,Q10057,0,19.06,2
STU1489,Q10073,0,286.93,1
STU1232,Q10150,1,56.53,1
STU1238,Q10372,1,95.53,3
STU1397,Q10159,1,93.54,1
STU1029,Q10967,1,54.23,1
STU1080,Q10888,1,66.95,3
STU1335,Q10504,1,97.31,3
STU1109,Q10332,1,134.08,1
STU1141,Q10959,1,65.37,1
STU1253,Q10910,0,17.62,4
STU1229,Q10797,0,7.38,3
STU1442,Q10917,1,40.14,1
STU1464,Q10169,1,116.88,1
STU1163,Q10630,0,22.17,4
STU1318,Q10565,1,128.16,1
STU1069,Q10823,1,85.48,1
STU1135,Q10968,1,76.16,3
STU1246,Q10559,1,97.99,1
STU1141,Q10796,0,26.6,3
STU1485,Q10898,1,64.59,1
STU1111,Q10639,1,40.58,2
STU1462,Q10983,0,434.41,1
STU1077,Q10472,1,76.1,3
STU1319,Q10370,1,62.14,1
STU1412,Q10873,1,67.36,1
STU1361,Q10514,0,13.7,1
STU1424,Q10356,0,27.21,1
STU1470,Q10692,0,10.46,2
STU1435,Q10120,0,21.21,1
STU1079,Q10691,0,495.95,3
STU1160,Q10539,1,51.24,2
STU1131,Q10711,0,25.39,1
STU1329,Q10559,1,101.02,1
STU1323,Q10198,1,66.07,1
STU1447,Q10235,0,14.96,1
STU1435,Q10416,1,72.55,2
STU1473,Q10214,1,80.36,1
STU1442,Q10219,0,351.43,3
STU1367,Q10945,1,80.25,2
STU1194,Q10098,0,13.96,1
STU1027,Q10304,0,18.09,2
STU1201,Q10211,1,67.25,1
STU1225,Q10492,1,62.25,1
STU1061,Q10650,1,91.46,1
STU1100,Q10801,0,7.21,2
STU1230,Q10935,1,76.19,1
STU1479,Q10533,1,111.4,1
STU1255,Q10544,0,366.53,4
STU1153,Q10270,1,105.28,1
STU1271,Q10099,1,88.17,1
STU1078,Q10878,1,57.31,1
STU1104,Q10252,1,62.89,2
STU1427,Q10977,1,33.45,2
STU1483,Q10943,1,63.17,1
STU1333,Q10795,0,330.83,1
STU1473,Q10347,0,386.92,1
STU1133,Q10410,1,79.51,1
STU1349,Q10934,1,49.71,3
STU1175,Q10829,0,17.52,1
STU1123,Q10687,1,91.97,1
STU1467,Q10286,1,75.79,3
STU1359,Q10644,0,303.05,2
STU1218,Q10407,0,30.71,1
STU1101,Q10916,1,113.84,1
STU1069,Q10359,1,75.93,3
STU1029,Q10760,0,139.74,4
STU1408,Q10886,1,89.93,1
STU1085,Q10821,0,13.5,3
STU1028,Q10469,0,25.02,4
STU1099,Q10147,0,7.89,2
STU1349,Q10762,0,7.21,1
STU1107,Q10726,0,27.62,3
STU1250,Q10971,1,59.3,1
STU1060,Q10908,1,123.73,1
STU1147,Q10277,0,25.83,3
STU1302,Q10451,0,309.92,2
STU1105,Q10105,1,122.19,1
STU1192,Q10598,0,16.19,1
STU1031,Q10412,0,373.14,2
STU1148,Q10014,1,115.13,2
STU1170,Q10657,1,95.69,1
STU1351,Q10477,1,54.9,1
STU1282,Q10686,0,298.99,2
STU1416,Q10641,1,77.7,1
STU1185,Q10494,1,67.76,2
STU1411,Q10367,1,72.72,3
STU1469,Q10609,1,89.7,1
STU1266,Q10362,0,211.47,1
STU1494,Q10817,0,19.04,1
STU1196,Q10443,0,284.35,1
STU1365,Q10071,0,24.46,4
STU1053,Q10556,0,19.94,1
STU1216,Q10946,0,223.17,2
STU1054,Q10192,0,6.3,4
STU1373,Q10868,0,16.73,1
STU1463,Q10630,1,124.85,1
STU1423,Q10679,1,57.93,3
STU1208,Q10428,0,16.09,1
STU1186,Q10059,1,78.77,1
STU1005,Q10690,0,26.65,4
STU1390,Q10028,0,23.11,3
STU1285,Q10673,1,42.86,1
STU1127,Q10023,0,224.72,1
STU1018,Q10241,0,380.82,1
STU1015,Q10494,1,81.72,1
STU1039,Q10092,1,88.1,1
STU1403,Q10324,0,412.88,1
STU1142,Q10485,0,17.36,4
STU1279,Q10861,1,70.78,1
STU1408,Q10768,0,318.52,1
STU1353,Q10555,0,11.74,3
STU1377,Q10078,1,108.42,1
STU1175,Q10253,0,313.48,1
STU1078,Q10386,1,56.69,1
STU1467,Q10091,1,120.75,1
STU1104,Q10958,1,49.65,2
STU1417,Q10040,1,30.24,1
STU1485,Q10771,1,97.73,2
STU1265,Q10635,0,9.69,3
STU1475,Q10698,1,131.77,1
STU1324,Q10771,1,60.46,3
STU1065,Q10654,0,260.49,1
STU1080,Q10214,0,8.87,1
STU1301,Q10833,1,89.18,1
STU1115,Q10207,1,46.61,1
STU1170,Q10433,1,83.84,1
STU1056,Q10033,0,7.8,4
STU1401,Q10630,1,49.98,1
STU1157,Q10413,1,43.2,1
STU1155,Q10685,0,241.91,1
STU1483,Q10522,1,78.58,1
STU1474,Q10551,1,73.21,1
STU1373,Q10544,0,16.29,1
STU1419,Q10302,1,43.73,1
STU1305,Q10007,0,415.97,1
STU1488,Q10667,1,92.53,2
STU1265,Q10870,1,61.51,1
STU1041,Q10258,0,357.1,1
STU1060,Q10644,0,365.96,2
STU1423,Q10360,1,91.46,2
STU1380,Q10410,0,7.32,3
STU1086,Q10566,1,47.31,1
STU1365,Q10372,1,67.56,2
STU1479,Q10364,1,35.63,2
STU1060,Q10727,0,16.88,3
STU1360,Q10281,1,75.6,3
STU1352,Q10447,1,62.36,2
STU1450,Q10388,0,197.9,2
STU1094,Q10915,1,101.52,2
STU1358,Q10769,1,46.79,1
STU1321,Q10946,1,79.34,1
STU1144,Q10708,0,7.66,3
STU1296,Q10436,1,58.46,3
STU1232,Q10353,1,44.78,2
STU1423,Q10223,0,25.42,2
STU1020,Q10843,0,21.05,1
STU1146,Q10180,0,17.55,1
STU1228,Q10710,0,343.23,1
STU1380,Q10625,1,60.03,1
STU1241,Q10225,0,180.39,2
STU1217,Q10879,1,38.12,1
STU1184,Q10557,1,52.3,1
STU1317,Q10088,1,68.75,3
STU1447,Q10368,1,67.36,2
STU1412,Q10419,1,56.84,3
STU1259,Q10206,0,8.34,3
STU1241,Q10082,1,71.9,1
STU1033,Q10765,1,83.97,2
STU1238,Q10685,1,113.54,3
STU1229,Q10513,1,108.24,1
STU1404,Q10593,1,120.55,3
STU1016,Q10379,0,18.85,1
STU1313,Q10845,0,293.5,4
STU1486,Q10933,1,104.39,1
STU1076,Q10771,0,9.6,2
STU1313,Q10386,1,128.71,2
STU1136,Q10951,1,54.88,1
STU1035,Q10900,0,12.03,1
STU1176,Q10383,1,77.27,1
STU1187,Q10394,1,121.85,1
STU1219,Q10660,1,110.78,3
STU1103,Q10115,0,30.91,4
STU1256,Q10855,0,14.85,1
STU1302,Q10749,1,69.92,2
STU1374,Q10240,1,131.11,1
STU1154,Q10407,1,92.51,1
STU1419,Q10906,1,136.11,2
STU1121,Q10092,1,63.15,1
STU1117,Q10803,1,142.42,1
STU1042,Q10161,1,33.3,3
STU1228,Q10241,0,278.12,3
STU1180,Q10232,1,24.36,2
STU1264,Q10392,0,251.69,2
STU1189,Q10322,0,412.25,4
STU1485,Q10596,0,12.39,1
STU1071,Q10398,1,64.08,3
STU1188,Q10120,0,19.76,1
STU1347,Q10470,1,103.66,1
STU1430,Q10910,1,63.09,1
STU1077,Q10370,1,74.97,1
STU1226,Q10177,1,73.73,3
STU1403,Q10156,1,131.83,3
STU1039,Q10233,0,315.29,3
STU1143,Q10885,1,81.87,1
STU1087,Q10533,1,113.13,1
STU1380,Q10879,0,266.33,4
STU1012,Q10789,1,97.94,2
STU1310,Q10566,0,11.98,1
STU1132,Q10599,0,9.21,1
STU1264,Q10407,1,106.51,1
STU1484,Q10209,1,126.08,1
STU1242,Q10029,0,12.27,3
STU1147,Q10091,1,39.18,1
STU1429,Q10211,1,60.7,3
STU1124,Q10348,0,191.32,2
STU1267,Q10727,0,19.06,1
STU1227,Q10809,0,217.5,1
STU1242,Q10426,1,69.08,2
STU1336,Q10206,1,134.41,1
STU1300,Q10166,0,11.68,1
STU1208,Q10300,1,115.61,2
STU1012,Q10255,0,12.92,2
STU1270,Q10276,1,90.02,1
STU1217,Q10461,0,346.78,1
STU1314,Q10292,1,78.5,1
STU1144,Q10586,1,108.57,1
STU1009,Q10105,0,21.5,4
STU1124,Q10808,0,23.99,1
STU1308,Q10537,1,137.67,1
STU1223,Q10029,1,43.62,3
STU1307,Q10369,1,52.42,1
STU1339,Q10708,1,94.87,1
STU1293,Q10571,1,147.67,1
STU1431,Q10534,1,38.68,1
STU1082,Q10464,0,303.0,1
STU1049,Q10662,0,17.78,1
STU1224,Q10148,1,51.07,1
STU1401,Q10844,1,101.77,1
STU1378,Q10605,0,321.97,2
STU1237,Q10281,0,12.93,3
STU1012,Q10200,0,19.5,4
STU1146,Q10987,0,159.77,1
STU1318,Q10225,1,36.53,1
STU1188,Q10894,1,110.24,1
STU1128,Q10695,1,66.47,1
STU1244,Q10799,1,29.91,1
STU1009,Q10694,0,284.47,1
STU1462,Q10374,1,37.08,1
STU1306,Q10524,1,50.51,1
STU1182,Q10138,1,57.82,1
STU1099,Q10514,1,45.31,3
STU1133,Q10275,1,125.53,1
STU1018,Q10695,1,99.53,1
STU1337,Q10016,1,76.98,1
STU1414,Q10842,1,40.01,1
STU1342,Q10660,1,115.02,1
STU1373,Q10776,0,498.05,1
STU1051,Q10733,0,19.7,4
STU1038,Q10397,1,81.09,1
STU1467,Q10232,1,37.64,1
STU1201,Q10283,1,104.84,1
STU1312,Q10637,1,68.66,1
STU1231,Q10320,0,25.12,4
STU1127,Q10313,1,112.31,1
STU1454,Q10232,1,45.09,1
STU1365,Q10192,1,139.15,1
STU1012,Q10727,0,19.73,4
STU1444,Q10254,1,38.93,1
STU1202,Q10538,1,34.59,1
STU1261,Q10524,0,22.62,1
STU1215,Q10222,0,176.83,1
STU1207,Q10795,0,374.2,1
STU1101,Q10272,0,300.76,2
STU1405,Q10551,1,147.14,1
STU1398,Q10785,0,10.97,4
STU1203,Q10700,1,56.56,1
STU1071,Q10972,0,418.58,3
STU1194,Q10538,1,31.7,1
STU1419,Q10832,1,82.18,2
STU1316,Q10832,1,60.58,1
STU1055,Q10830,1,108.27,2
STU1067,Q10572,1,89.57,1
STU1362,Q10289,1,47.57,1
STU1349,Q10822,0,23.95,3
STU1218,Q10550,1,41.57,1
STU1121,Q10756,0,9.6,4
STU1438,Q10028,1,42.06,1
STU1130,Q10620,1,65.74,1
STU1025,Q10849,0,14.68,2
STU1201,Q10945,1,99.69,1
STU1377,Q10476,1,25.65,1
STU1407,Q10503,1,84.52,1
STU1281,Q10489,1,39.66,1
STU1293,Q10143,1,36.02,1
STU1214,Q10748,0,188.08,1
STU1099,Q10193,0,27.12,4
STU1243,Q10910,1,73.11,1
STU1105,Q10325,1,50.53,3
STU1261,Q10970,0,14.44,2
STU1088,Q10583,1,65.71,1
STU1023,Q10989,0,144.07,1
STU1038,Q10490,0,413.57,4
STU1193,Q10338,1,140.21,3
STU1057,Q10340,0,237.99,4
STU1408,Q10410,1,109.35,1
STU1480,Q10162,1,109.98,3
STU1309,Q10374,1,108.67,2
STU1150,Q10186,0,214.49,1
STU1217,Q10332,0,156.01,1
STU1389,Q10967,0,21.67,3
STU1074,Q10790,1,66.4,1
STU1059,Q10437,0,232.21,4
STU1233,Q10366,0,16.24,2
STU1432,Q10234,1,102.19,1
STU1183,Q10475,1,106.91,1
STU1485,Q10954,0,574.25,1
STU1413,Q10700,0,19.38,4
STU1070,Q10280,1,83.68,3
STU1485,Q10510,0,27.08,2
STU1268,Q10814,1,70.15,1
STU1156,Q10204,1,46.64,1
STU1438,Q10074,1,89.83,1
STU1388,Q10594,0,13.46,2
STU1468,Q10766,1,147.89,1
STU1371,Q10086,1,115.14,1
STU1406,Q10789,1,49.54,1
STU1276,Q10536,0,18.27,4
STU1150,Q10438,1,47.55,1
STU1418,Q10228,0,154.87,3
STU1043,Q10119,1,134.15,2
STU1258,Q10496,1,85.67,1
STU1150,Q10013,1,95.52,2
STU1165,Q10475,1,64.94,1
STU1006,Q10829,1,46.61,2
STU1257,Q10968,0,13.22,1
STU1111,Q10708,0,370.47,2
STU1247,Q10640,1,46.86,1
STU1191,Q10458,1,106.24,1
STU1285,Q10417,0,31.01,4
STU1336,Q10256,1,45.13,1
STU1389,Q10753,1,117.49,1
STU1052,Q10346,0,453.16,2
STU1364,Q10989,0,233.11,2
STU1307,Q10336,1,79.63,1
STU1430,Q10755,0,25.73,1
STU1463,Q10320,1,70.26,1
STU1109,Q10830,1,24.51,3
STU1243,Q10257,0,24.68,1
STU1416,Q10056,1,50.5,1
STU1377,Q10311,1,73.83,1
STU1127,Q10240,1,66.29,1
STU1124,Q10904,0,25.23,1
STU1304,Q10693,1,123.4,1
STU1014,Q10100,0,225.2,4
STU1323,Q10632,1,90.98,1
STU1114,Q10021,0,22.95,1
STU1485,Q10177,0,14.07,4
STU1169,Q10187,1,116.55,2
STU1355,Q10209,1,92.85,1
STU1239,Q10597,1,80.49,1
STU1479,Q10648,1,84.46,1
STU1241,Q10950,1,53.96,3
STU1077,Q10380,0,13.93,3
STU1140,Q10815,1,83.37,1
STU1055,Q10557,0,268.32,2
STU1439,Q10309,1,44.01,1
STU1056,Q10700,0,341.33,2
STU1256,Q10354,1,107.5,2
STU1485,Q10043,1,81.17,1
STU1020,Q10419,0,26.73,2
STU1330,Q10547,0,29.06,3
STU1242,Q10798,1,61.45,3
STU1492,Q10194,0,9.48,1
STU1212,Q10176,1,110.69,1
STU1410,Q10354,1,66.21,1
STU1223,Q10221,0,242.59,4
STU1492,Q10214,1,71.11,3
STU1484,Q10843,0,468.9,1
STU1436,Q10451,0,405.55,4
STU1180,Q10363,1,62.1,1
STU1011,Q10418,1,68.26,1
STU1354,Q10669,1,81.97,3
STU1001,Q10425,0,17.34,1
STU1029,Q10007,1,82.05,1
STU1349,Q10083,0,17.07,1
STU1485,Q10630,1,107.53,1
STU1203,Q10159,0,19.37,2
STU1242,Q10639,1,60.69,3
STU1066,Q10188,1,82.17,1
STU1340,Q10674,0,250.85,1
STU1213,Q10348,0,28.18,3
STU1106,Q10575,1,34.04,1
STU1364,Q10699,0,231.56,1
STU1194,Q10097,0,19.94,1
STU1022,Q10394,1,125.73,3
STU1395,Q10271,0,179.11,2
STU1031,Q10166,0,368.31,1
STU1365,Q10565,1,63.8,1
STU1287,Q10187,0,20.71,3
STU1122,Q10593,1,73.83,1
STU1394,Q10342,1,52.81,3
STU1354,Q10484,0,353.2,1
STU1388,Q10007,0,282.73,2
STU1468,Q10058,1,76.93,1
STU1464,Q10307,0,15.33,1
STU1207,Q10338,1,39.84,1
STU1241,Q10635,1,84.03,1
STU1373,Q10294,1,58.71,1
STU1397,Q10388,0,23.03,4
STU1166,Q10099,0,6.34,2
STU1224,Q10969,1,107.65,2
STU1288,Q10839,1,60.72,1
STU1479,Q10028,1,51.34,1
STU1166,Q10068,1,53.62,1
STU1179,Q10717,1,60.45,3
STU1395,Q10019,1,75.88,3
STU1080,Q10903,1,105.42,3
STU1072,Q10177,0,25.96,2
STU1349,Q10039,1,76.14,1
STU1472,Q10927,0,6.74,4
STU1491,Q10525,1,47.76,1
STU1021,Q10137,1,64.28,1
STU1193,Q10538,1,58.54,1
STU1234,Q10251,1,122.45,1
STU1292,Q10838,0,16.06,1
STU1485,Q10594,1,108.43,1
STU1304,Q10226,1,95.44,1
STU1368,Q10234,1,42.98,1
STU1323,Q10330,1,75.04,1
STU1171,Q10288,1,111.21,1
STU1183,Q10056,0,26.41,4
STU1215,Q10063,1,69.67,1
STU1105,Q10130,1,70.64,3
STU1273,Q10130,0,474.05,2
STU1258,Q10671,0,446.2,3
STU1149,Q10911,0,256.09,1
STU1415,Q10472,0,12.05,1
STU1347,Q10405,0,395.98,1
STU1166,Q10365,0,18.33,4
STU1451,Q10326,1,112.51,1
STU1289,Q10556,1,131.95,2
STU1187,Q10885,0,21.57,1
STU1125,Q10479,0,333.69,1
STU1181,Q10401,0,483.86,2
STU1210,Q10527,0,11.81,3
STU1479,Q10609,0,19.77,1
STU1477,Q10909,1,45.55,1
STU1205,Q10760,1,77.99,1
STU1295,Q10276,1,76.21,1
STU1157,Q10920,0,260.65,1
STU1304,Q10343,1,95.72,1
STU1204,Q10672,1,72.96,1
STU1432,Q10892,0,386.99,1
STU1480,Q10778,0,148.4,1
STU1183,Q10875,0,378.3,1
STU1442,Q10027,1,67.24,3
STU1373,Q10064,1,67.2,1
STU1290,Q10578,0,28.46,3
STU1085,Q10629,0,9.94,1
STU1015,Q10593,1,71.1,1
STU1348,Q10309,1,73.44,3
STU1180,Q10696,0,9.79,1
STU1302,Q10109,1,83.3,1
STU1138,Q10366,1,61.87,1
STU1407,Q10618,1,45.57,1
STU1078,Q10563,1,80.51,1
STU1312,Q10157,1,69.3,1
STU1334,Q10654,0,6.24,2
STU1210,Q10093,1,40.22,1
STU1112,Q10716,0,23.54,2
STU1469,Q10238,1,73.72,1
STU1144,Q10316,1,153.06,1
STU1073,Q10362,1,75.97,1
STU1290,Q10102,1,83.87,1
STU1499,Q10921,1,122.55,1
STU1341,Q10412,1,38.25,2
STU1313,Q10886,0,23.18,1
STU1059,Q10430,0,416.03,1
STU1313,Q10969,1,101.39,1
STU1348,Q10714,0,418.29,1
STU1094,Q10002,1,77.5,1
STU1395,Q10888,1,60.3,3
STU1130,Q10137,1,66.95,3
STU1421,Q10587,1,97.27,1
STU1292,Q10419,1,59.96,1
STU1398,Q10609,1,45.02,1
STU1326,Q10908,1,66.12,3
STU1361,Q10796,1,77.34,1
STU1445,Q10734,1,111.71,1
STU1395,Q10721,1,112.97,1
STU1153,Q10627,0,24.99,1
STU1376,Q10572,1,98.63,1
STU1090,Q10996,1,61.55,1
STU1457,Q10260,1,93.9,1
STU1360,Q10099,1,106.23,2
STU1250,Q10916,0,230.3,1
STU1237,Q10778,0,288.94,1
STU1387,Q10556,1,90.94,1
STU1085,Q10222,1,53.52,1
STU1351,Q10150,0,23.44,3
STU1183,Q10941,1,48.05,2
STU1065,Q10496,1,94.09,1
STU1396,Q10083,1,35.0,1
STU1285,Q10715,0,10.07,3
STU1318,Q10068,1,31.88,1
STU1155,Q10045,0,265.04,4
STU1279,Q10663,1,44.63,3
STU1300,Q10834,0,297.3,2
STU1308,Q10966,1,92.55,1
STU1308,Q10068,1,98.43,1
STU1152,Q10353,0,8.48,3
STU1233,Q10585,0,430.09,2
STU1034,Q10219,1,79.82,1
STU1224,Q10704,0,10.65,1
STU1066,Q10321,1,68.36,1
STU1177,Q10990,1,144.18,3
STU1112,Q10024,1,131.46,3
STU1355,Q10104,1,45.62,1
STU1331,Q10244,1,61.77,1
STU1241,Q10211,0,155.44,4
STU1229,Q10009,1,119.09,1
STU1194,Q10034,1,93.82,1
STU1079,Q10119,0,218.09,3
STU1317,Q10744,0,283.07,2
STU1398,Q10419,1,37.95,1
STU1373,Q10900,0,11.24,1
STU1485,Q10343,0,233.46,1
STU1349,Q10590,0,8.31,4
STU1497,Q10692,1,33.14,1
STU1175,Q10113,1,75.97,1
STU1308,Q10330,1,110.19,3
STU1081,Q10087,0,8.45,1
STU1367,Q10626,0,427.66,1
STU1348,Q10165,1,39.17,1
STU1362,Q10233,1,41.86,1
STU1313,Q10281,0,17.3,4
STU1253,Q10092,0,23.04,1
STU1097,Q10232,1,71.61,3
STU1289,Q10538,0,246.8,2
STU1159,Q10656,0,295.05,1
STU1337,Q10505,1,41.05,1
STU1307,Q10932,1,77.65,1
STU1023,Q10455,1,37.2,1
STU1200,Q10778,1,41.38,1
STU1023,Q10455,0,33.54,1
STU1283,Q10100,1,58.66,1
STU1266,Q10074,1,82.02,1
STU1356,Q10509,1,95.05,1
STU1128,Q10128,0,513.97,1
STU1179,Q10494,1,66.04,1
STU1340,Q10591,0,15.98,1
STU1462,Q10063,1,43.17,1
STU1150,Q10298,1,85.57,3
STU1321,Q10122,0,329.62,1
STU1334,Q10821,0,454.05,2
STU1162,Q10216,1,111.42,1
STU1231,Q10419,1,53.57,2
STU1477,Q10880,1,107.02,1
STU1103,Q10494,1,97.09,1
STU1305,Q10960,1,87.31,1
STU1257,Q10472,1,123.02,3
STU1067,Q10558,1,43.74,1
STU1024,Q10755,0,8.38,1
STU1252,Q10662,0,250.9,4
STU1297,Q10468,0,478.01,2
STU1213,Q10788,0,25.8,3
STU1208,Q10288,1,100.33,1
STU1087,Q10586,1,51.57,2
STU1048,Q10285,0,28.26,1
STU1088,Q10107,1,34.73,1
STU1449,Q10475,0,347.72,3
STU1083,Q10369,1,90.12,2
STU1209,Q10305,1,76.94,3
STU1022,Q10064,0,355.05,3
STU1165,Q10165,0,18.11,1
STU1252,Q10333,1,60.23,1
STU1403,Q10604,1,66.86,2
STU1103,Q10285,1,73.97,1
STU1015,Q10066,1,57.39,2
STU1216,Q10464,1,42.39,1
STU1308,Q10912,1,46.05,2
STU1184,Q10826,0,13.66,1
STU1349,Q10982,0,18.1,2
STU1482,Q10040,1,54.81,2
STU1067,Q10797,1,40.82,1
STU1371,Q10300,1,133.88,1
STU1279,Q10000,1,125.0,2
STU1359,Q10188,0,23.2,3
STU1479,Q10011,1,71.9,1
STU1024,Q10813,1,103.0,1
STU1029,Q10854,0,438.85,1
STU1309,Q10058,1,87.93,1
STU1079,Q10470,1,61.3,1
STU1227,Q10234,1,89.88,2
STU1272,Q10550,0,339.68,1
STU1039,Q10052,1,126.5,1
STU1396,Q10232,1,49.69,1
STU1149,Q10726,1,70.93,1
STU1499,Q10927,0,408.93,2
STU1183,Q10926,1,31.78,1
STU1115,Q10610,0,13.16,1
STU1361,Q10331,1,64.69,2
STU1482,Q10250,1,70.96,3
STU1340,Q10120,0,31.81,4
STU1101,Q10016,1,33.14,2
STU1354,Q10742,1,48.1,2
STU1201,Q10839,1,136.46,3
STU1345,Q10196,1,82.79,2
STU1369,Q10785,1,87.34,1
STU1306,Q10446,0,19.74,3
STU1272,Q10329,0,158.69,1
STU1281,Q10959,0,215.62,2
STU1113,Q10620,1,76.47,1
STU1447,Q10603,0,23.79,1
STU1428,Q10005,1,81.68,1
STU1227,Q10184,0,28.65,3
STU1421,Q10868,1,30.15,2
STU1130,Q10306,1,38.91,1
STU1174,Q10086,1,45.51,1
STU1221,Q10453,1,69.36,1
STU1273,Q10771,0,16.61,1
STU1373,Q10064,1,113.31,3
STU1249,Q10533,1,118.46,1
STU1346,Q10530,1,28.24,1
STU1357,Q10057,1,123.61,3
STU1053,Q10076,1,66.22,1
STU1077,Q10157,1,42.12,1
STU1287,Q10655,1,57.0,1
STU1090,Q10936,1,50.96,1
STU1329,Q10377,1,119.87,2
STU1095,Q10736,0,20.32,2
STU1482,Q10961,0,8.79,1
STU1028,Q10403,0,28.86,4
STU1207,Q10297,0,20.56,1
STU1411,Q10724,1,46.48,1
STU1191,Q10359,1,55.23,2
STU1162,Q10447,1,135.91,1
STU1395,Q10927,0,21.88,2
STU1459,Q10793,0,21.34,3
STU1238,Q10775,1,64.92,1
STU1267,Q10329,1,83.62,1
STU1455,Q10713,0,320.97,1
STU1133,Q10761,1,74.84,3
STU1417,Q10341,1,59.38,1
STU1091,Q10840,1,41.5,1
STU1037,Q10868,0,21.41,1
STU1315,Q10487,1,81.13,1
STU1168,Q10879,0,20.53,1
STU1150,Q10713,1,37.93,2
STU1053,Q10774,1,60.85,2
STU1142,Q10933,0,18.44,1
STU1081,Q10469,1,54.24,1
STU1112,Q10831,1,26.95,1
STU1104,Q10292,0,503.23,4
STU1245,Q10149,1,74.91,1
STU1136,Q10545,0,19.96,1
STU1008,Q10486,1,53.31,2
STU1101,Q10593,1,62.03,1
STU1462,Q10764,1,69.76,1
STU1065,Q10555,0,24.1,3
STU1377,Q10633,1,92.54,2
STU1045,Q10904,0,26.58,4
STU1483,Q10471,0,314.49,1
STU1326,Q10639,1,42.24,1
STU1127,Q10466,1,68.63,3
STU1455,Q10851,0,20.21,1
STU1338,Q10533,1,56.93,1
STU1215,Q10787,1,61.06,1
STU1010,Q10214,1,67.39,2
STU1493,Q10399,1,105.69,1
STU1311,Q10655,1,86.63,1
STU1425,Q10970,0,30.67,1
STU1248,Q10503,1,100.51,1
STU1476,Q10006,0,28.12,3
STU1185,Q10459,1,70.9,1
STU1426,Q10627,1,96.75,1
STU1271,Q10655,1,58.28,2
STU1100,Q10637,1,33.34,2
STU1106,Q10457,1,69.12,1
STU1381,Q10303,1,29.99,1
STU1170,Q10557,1,66.58,1
STU1267,Q10668,1,123.01,1
STU1167,Q10702,1,33.07,3
STU1003,Q10191,1,87.18,1
STU1004,Q10143,0,31.61,3
STU1399,Q10177,1,82.43,1
STU1401,Q10948,0,358.01,1
STU1346,Q10702,1,57.12,1
STU1154,Q10423,0,11.6,1
STU1167,Q10006,0,190.77,1
STU1273,Q10225,1,97.66,1
STU1393,Q10412,1,91.0,3
STU1099,Q10288,1,137.64,1
STU1059,Q10586,1,115.35,1
STU1121,Q10467,0,543.24,1
STU1471,Q10567,1,61.69,1
STU1346,Q10103,0,384.45,3
STU1097,Q10186,1,93.63,1
STU1076,Q10349,0,166.75,1
STU1240,Q10640,0,26.46,1
STU1448,Q10972,1,41.97,1
STU1476,Q10502,1,56.1,1
STU1171,Q10212,1,72.69,1
STU1423,Q10570,1,102.89,3
STU1288,Q10906,0,31.34,1
STU1013,Q10726,1,110.05,1
STU1389,Q10179,1,108.03,1
STU1106,Q10114,1,52.75,1
STU1130,Q10383,1,104.61,3
STU1092,Q10164,0,9.98,3
STU1070,Q10510,0,458.93,1
STU1270,Q10032,0,525.89,3
STU1143,Q10191,1,26.87,1
STU1402,Q10033,1,110.96,3
STU1434,Q10258,1,39.85,1
STU1361,Q10351,1,68.21,1
STU1013,Q10567,0,24.78,4
STU1248,Q10029,1,69.52,2
STU1468,Q10969,1,77.44,1
STU1165,Q10825,1,44.3,3
STU1456,Q10459,1,112.96,1
STU1064,Q10343,1,43.05,1
STU1363,Q10329,1,110.6,1
STU1313,Q10295,0,14.47,3
STU1275,Q10332,1,82.13,1
STU1173,Q10889,0,229.58,1
STU1419,Q10561,0,334.89,1
STU1308,Q10630,0,283.77,1
STU1287,Q10070,1,73.14,2
STU1149,Q10499,1,88.86,1
STU1143,Q10196,0,7.77,1
STU1432,Q10207,1,79.75,1
STU1162,Q10622,0,340.1,2
STU1168,Q10498,1,56.75,1
STU1362,Q10587,1,88.36,1
STU1307,Q10236,1,108.12,1
STU1189,Q10511,1,69.15,1
STU1371,Q10411,1,47.41,3
STU1347,Q10504,1,36.56,1
STU1154,Q10810,0,17.39,1
STU1421,Q10843,0,19.51,2
STU1354,Q10290,1,67.51,1
STU1029,Q10991,1,115.23,1
STU1072,Q10496,0,14.86,4
STU1327,Q10395,1,46.46,1
